user_id,item_id,rating,timestamp,category,price,brand,location,gender,age
99,25,2,2024-04-09 06:51:09,Home Appliances,144.61,Diaz Inc,Hoffmanville,Female,59
93,25,4,2024-05-19 20:54:15,Home Appliances,144.61,Diaz Inc,West Juan,Female,30
42,25,2,2024-06-06 20:09:37,Home Appliances,144.61,Diaz Inc,West Natashaport,Male,22
18,25,3,2024-02-13 03:46:35,Home Appliances,144.61,Diaz Inc,West Michael,Female,64
39,25,1,2024-03-08 17:06:09,Home Appliances,144.61,Diaz Inc,East Nathaniel,Male,52
29,25,2,2024-03-10 03:32:01,Home Appliances,144.61,Diaz Inc,Coxberg,Female,24
74,25,2,2024-01-16 03:59:06,Home Appliances,144.61,Diaz Inc,North Beth,Female,26
88,25,3,2024-05-26 02:21:34,Home Appliances,144.61,Diaz Inc,Davidstad,Male,62
56,25,5,2024-04-06 18:58:26,Home Appliances,144.61,Diaz Inc,New David,Female,52
82,25,2,2024-06-03 09:10:52,Home Appliances,144.61,Diaz Inc,Sarahborough,Female,49
71,25,2,2024-05-26 02:23:49,Home Appliances,144.61,Diaz Inc,Saramouth,Female,31
33,65,4,2024-03-08 20:12:24,Sports Equipment,223.56,Johnson-Rogers,Tashatown,Female,61
33,65,2,2024-01-20 14:38:58,Sports Equipment,223.56,Johnson-Rogers,Tashatown,Female,61
4,65,4,2024-01-22 23:23:03,Sports Equipment,223.56,Johnson-Rogers,East Jessetown,Male,51
95,65,3,2024-02-02 11:57:20,Sports Equipment,223.56,Johnson-Rogers,Williamview,Female,24
55,65,2,2024-05-18 03:22:07,Sports Equipment,223.56,Johnson-Rogers,West Elizabeth,Male,54
3,65,5,2024-01-31 02:18:53,Sports Equipment,223.56,Johnson-Rogers,New Roberttown,Male,61
40,65,4,2024-02-28 11:28:59,Sports Equipment,223.56,Johnson-Rogers,New Stephanie,Male,52
92,65,3,2024-02-16 02:58:15,Sports Equipment,223.56,Johnson-Rogers,East Josephville,Female,53
8,65,2,2024-02-13 19:17:29,Sports Equipment,223.56,Johnson-Rogers,Lake Roberto,Male,48
44,65,5,2024-01-10 11:58:41,Sports Equipment,223.56,Johnson-Rogers,North Jessicaland,Female,56
19,65,2,2024-05-06 22:19:51,Sports Equipment,223.56,Johnson-Rogers,Jacquelineland,Female,41
20,65,5,2024-06-17 09:09:37,Sports Equipment,223.56,Johnson-Rogers,New Jessica,Male,43
1,65,1,2024-06-27 09:01:13,Sports Equipment,223.56,Johnson-Rogers,North Judithbury,Male,35
90,65,2,2024-03-22 23:46:41,Sports Equipment,223.56,Johnson-Rogers,Bassport,Female,60
64,65,1,2024-05-31 15:25:49,Sports Equipment,223.56,Johnson-Rogers,Stevenland,Male,54
37,65,2,2024-06-20 07:10:23,Sports Equipment,223.56,Johnson-Rogers,Teresaburgh,Female,34
50,65,2,2024-03-19 20:13:29,Sports Equipment,223.56,Johnson-Rogers,Martinezbury,Female,29
13,65,3,2024-05-26 08:00:08,Sports Equipment,223.56,Johnson-Rogers,New Kellystad,Male,57
13,65,3,2024-02-21 19:40:11,Sports Equipment,223.56,Johnson-Rogers,New Kellystad,Male,57
35,65,5,2024-01-29 17:28:12,Sports Equipment,223.56,Johnson-Rogers,Danielchester,Female,41
49,65,1,2024-06-18 04:34:38,Sports Equipment,223.56,Johnson-Rogers,Samuelhaven,Female,25
69,65,2,2024-01-31 13:59:04,Sports Equipment,223.56,Johnson-Rogers,Port Richard,Female,22
99,65,5,2024-04-10 03:40:53,Sports Equipment,223.56,Johnson-Rogers,Hoffmanville,Female,59
93,65,2,2024-05-18 03:20:25,Sports Equipment,223.56,Johnson-Rogers,West Juan,Female,30
30,65,2,2024-05-13 04:13:35,Sports Equipment,223.56,Johnson-Rogers,Daviston,Female,26
39,65,1,2024-03-31 02:03:18,Sports Equipment,223.56,Johnson-Rogers,East Nathaniel,Male,52
25,65,5,2024-06-12 23:19:17,Sports Equipment,223.56,Johnson-Rogers,Jasonfort,Female,32
25,65,5,2024-04-05 01:35:40,Sports Equipment,223.56,Johnson-Rogers,Jasonfort,Female,32
25,65,4,2024-05-24 02:14:12,Sports Equipment,223.56,Johnson-Rogers,Jasonfort,Female,32
7,65,2,2024-04-03 01:33:25,Sports Equipment,223.56,Johnson-Rogers,Lisatown,Male,31
86,65,5,2024-01-20 23:34:17,Sports Equipment,223.56,Johnson-Rogers,South Christineshire,Male,40
88,65,1,2024-01-01 21:17:52,Sports Equipment,223.56,Johnson-Rogers,Davidstad,Male,62
56,65,3,2024-03-01 02:13:29,Sports Equipment,223.56,Johnson-Rogers,New David,Female,52
82,65,3,2024-04-26 02:29:53,Sports Equipment,223.56,Johnson-Rogers,Sarahborough,Female,49
41,65,1,2024-03-03 07:21:17,Sports Equipment,223.56,Johnson-Rogers,New Mariotown,Male,50
41,65,1,2024-03-03 22:17:52,Sports Equipment,223.56,Johnson-Rogers,New Mariotown,Male,50
87,65,5,2024-05-26 02:34:04,Sports Equipment,223.56,Johnson-Rogers,North Amandahaven,Female,56
91,65,5,2024-02-22 04:31:59,Sports Equipment,223.56,Johnson-Rogers,Lake Lisaport,Female,46
96,65,2,2024-02-03 05:51:21,Sports Equipment,223.56,Johnson-Rogers,North Cynthiaview,Female,39
33,13,5,2024-01-13 00:21:08,Electronics,40.24,Walker Ltd,Tashatown,Female,61
33,13,3,2024-01-07 11:56:37,Electronics,40.24,Walker Ltd,Tashatown,Female,61
53,13,3,2024-05-02 23:06:52,Electronics,40.24,Walker Ltd,Lake Crystalbury,Male,40
53,13,1,2024-04-21 15:11:58,Electronics,40.24,Walker Ltd,Lake Crystalbury,Male,40
21,13,2,2024-05-25 04:41:48,Electronics,40.24,Walker Ltd,South Noah,Female,42
62,13,4,2024-03-01 18:19:20,Electronics,40.24,Walker Ltd,East Jamesside,Male,18
9,13,5,2024-05-04 22:53:45,Electronics,40.24,Walker Ltd,Ericmouth,Male,32
31,13,4,2024-01-18 09:39:14,Electronics,40.24,Walker Ltd,East Courtneychester,Male,41
6,13,3,2024-06-29 21:31:19,Electronics,40.24,Walker Ltd,Robinsonshire,Female,53
92,13,3,2024-05-25 10:24:42,Electronics,40.24,Walker Ltd,East Josephville,Female,53
79,13,1,2024-05-23 21:03:10,Electronics,40.24,Walker Ltd,South David,Male,30
57,13,4,2024-05-14 19:24:45,Electronics,40.24,Walker Ltd,Sanchezfort,Female,61
57,13,4,2024-02-07 06:23:36,Electronics,40.24,Walker Ltd,Sanchezfort,Female,61
8,13,1,2024-01-29 05:16:17,Electronics,40.24,Walker Ltd,Lake Roberto,Male,48
5,13,5,2024-03-01 05:29:40,Electronics,40.24,Walker Ltd,Lake Debra,Male,27
14,13,3,2024-01-20 20:25:58,Electronics,40.24,Walker Ltd,Lake Chad,Male,38
14,13,5,2024-03-04 08:41:53,Electronics,40.24,Walker Ltd,Lake Chad,Male,38
64,13,1,2024-01-25 02:59:13,Electronics,40.24,Walker Ltd,Stevenland,Male,54
64,13,4,2024-02-04 00:49:21,Electronics,40.24,Walker Ltd,Stevenland,Male,54
2,13,1,2024-03-15 06:29:03,Electronics,40.24,Walker Ltd,East Jill,Female,43
2,13,4,2024-04-10 13:31:12,Electronics,40.24,Walker Ltd,East Jill,Female,43
13,13,5,2024-01-21 14:37:38,Electronics,40.24,Walker Ltd,New Kellystad,Male,57
65,13,2,2024-04-08 09:50:13,Electronics,40.24,Walker Ltd,Mortonside,Male,64
69,13,2,2024-05-11 00:06:38,Electronics,40.24,Walker Ltd,Port Richard,Female,22
60,13,1,2024-04-17 10:12:20,Electronics,40.24,Walker Ltd,Shieldston,Male,44
34,13,4,2024-05-29 07:15:36,Electronics,40.24,Walker Ltd,Lake Nicoleview,Female,25
76,13,5,2024-05-28 15:00:10,Electronics,40.24,Walker Ltd,Shawhaven,Female,32
83,13,3,2024-06-15 07:55:14,Electronics,40.24,Walker Ltd,Johnfurt,Male,21
83,13,5,2024-01-08 06:07:34,Electronics,40.24,Walker Ltd,Johnfurt,Male,21
18,13,2,2024-06-08 05:18:14,Electronics,40.24,Walker Ltd,West Michael,Female,64
39,13,1,2024-04-19 06:17:46,Electronics,40.24,Walker Ltd,East Nathaniel,Male,52
39,13,5,2024-05-22 07:49:42,Electronics,40.24,Walker Ltd,East Nathaniel,Male,52
39,13,3,2024-01-23 03:07:24,Electronics,40.24,Walker Ltd,East Nathaniel,Male,52
32,13,1,2024-01-31 01:26:48,Electronics,40.24,Walker Ltd,South Patrickmouth,Male,18
67,13,1,2024-04-01 12:37:42,Electronics,40.24,Walker Ltd,North Sarabury,Female,20
27,13,5,2024-07-01 15:52:07,Electronics,40.24,Walker Ltd,West Donald,Female,18
46,13,5,2024-02-24 10:37:58,Electronics,40.24,Walker Ltd,West Allison,Female,45
61,13,3,2024-01-31 22:39:51,Electronics,40.24,Walker Ltd,North Richardmouth,Male,52
48,13,2,2024-04-17 04:05:18,Electronics,40.24,Walker Ltd,Lake Larry,Male,26
48,13,4,2024-01-27 16:10:06,Electronics,40.24,Walker Ltd,Lake Larry,Male,26
48,13,2,2024-04-24 17:05:45,Electronics,40.24,Walker Ltd,Lake Larry,Male,26
58,13,2,2024-03-14 04:54:16,Electronics,40.24,Walker Ltd,Leeville,Male,57
58,13,1,2024-06-24 07:14:48,Electronics,40.24,Walker Ltd,Leeville,Male,57
33,26,1,2024-05-05 11:10:13,Clothing,92.83,"Mccall, Hanson and Alvarado",Tashatown,Female,61
33,26,3,2024-04-29 01:06:16,Clothing,92.83,"Mccall, Hanson and Alvarado",Tashatown,Female,61
53,26,1,2024-04-02 12:54:33,Clothing,92.83,"Mccall, Hanson and Alvarado",Lake Crystalbury,Male,40
4,26,3,2024-04-03 08:03:22,Clothing,92.83,"Mccall, Hanson and Alvarado",East Jessetown,Male,51
4,26,5,2024-04-29 16:21:50,Clothing,92.83,"Mccall, Hanson and Alvarado",East Jessetown,Male,51
94,26,2,2024-05-03 09:39:08,Clothing,92.83,"Mccall, Hanson and Alvarado",Lake Matthew,Female,49
95,26,4,2024-01-16 08:29:41,Clothing,92.83,"Mccall, Hanson and Alvarado",Williamview,Female,24
9,26,4,2024-02-08 15:55:07,Clothing,92.83,"Mccall, Hanson and Alvarado",Ericmouth,Male,32
3,26,3,2024-04-25 07:20:18,Clothing,92.83,"Mccall, Hanson and Alvarado",New Roberttown,Male,61
3,26,5,2024-05-27 19:25:04,Clothing,92.83,"Mccall, Hanson and Alvarado",New Roberttown,Male,61
6,26,2,2024-05-07 07:16:31,Clothing,92.83,"Mccall, Hanson and Alvarado",Robinsonshire,Female,53
84,26,4,2024-04-29 13:15:46,Clothing,92.83,"Mccall, Hanson and Alvarado",Lake Debbie,Female,47
45,26,4,2024-05-02 07:22:14,Clothing,92.83,"Mccall, Hanson and Alvarado",East Donna,Female,58
68,26,4,2024-05-22 06:57:58,Clothing,92.83,"Mccall, Hanson and Alvarado",South Todd,Male,18
19,26,2,2024-02-11 22:10:01,Clothing,92.83,"Mccall, Hanson and Alvarado",Jacquelineland,Female,41
90,26,5,2024-03-17 19:40:54,Clothing,92.83,"Mccall, Hanson and Alvarado",Bassport,Female,60
37,26,5,2024-06-05 23:09:19,Clothing,92.83,"Mccall, Hanson and Alvarado",Teresaburgh,Female,34
63,26,3,2024-07-03 19:54:18,Clothing,92.83,"Mccall, Hanson and Alvarado",Taylorburgh,Male,52
34,26,5,2024-02-06 04:46:04,Clothing,92.83,"Mccall, Hanson and Alvarado",Lake Nicoleview,Female,25
99,26,4,2024-02-23 20:15:11,Clothing,92.83,"Mccall, Hanson and Alvarado",Hoffmanville,Female,59
72,26,2,2024-06-07 17:33:20,Clothing,92.83,"Mccall, Hanson and Alvarado",Rodneyside,Female,56
83,26,1,2024-04-06 06:40:12,Clothing,92.83,"Mccall, Hanson and Alvarado",Johnfurt,Male,21
89,26,3,2024-05-28 11:00:24,Clothing,92.83,"Mccall, Hanson and Alvarado",East Mikeburgh,Female,32
39,26,2,2024-03-28 07:54:39,Clothing,92.83,"Mccall, Hanson and Alvarado",East Nathaniel,Male,52
39,26,5,2024-05-13 20:25:11,Clothing,92.83,"Mccall, Hanson and Alvarado",East Nathaniel,Male,52
39,26,2,2024-03-05 02:57:32,Clothing,92.83,"Mccall, Hanson and Alvarado",East Nathaniel,Male,52
25,26,5,2024-02-17 17:08:45,Clothing,92.83,"Mccall, Hanson and Alvarado",Jasonfort,Female,32
52,26,2,2024-05-10 21:13:16,Clothing,92.83,"Mccall, Hanson and Alvarado",New Jeffrey,Female,50
54,26,5,2024-04-23 01:49:32,Clothing,92.83,"Mccall, Hanson and Alvarado",North Micheleland,Female,41
87,26,3,2024-03-10 17:14:37,Clothing,92.83,"Mccall, Hanson and Alvarado",North Amandahaven,Female,56
81,26,1,2024-05-04 10:49:43,Clothing,92.83,"Mccall, Hanson and Alvarado",South Dianeshire,Male,56
33,205,3,2024-02-05 02:48:11,Clothing,199.16,Armstrong-Andrews,Tashatown,Female,61
33,205,3,2024-01-22 10:38:43,Clothing,199.16,Armstrong-Andrews,Tashatown,Female,61
22,205,2,2024-02-26 06:49:40,Clothing,199.16,Armstrong-Andrews,Lake Mark,Male,62
94,205,1,2024-01-04 16:33:52,Clothing,199.16,Armstrong-Andrews,Lake Matthew,Female,49
3,205,1,2024-03-25 02:39:18,Clothing,199.16,Armstrong-Andrews,New Roberttown,Male,61
40,205,4,2024-03-06 14:25:33,Clothing,199.16,Armstrong-Andrews,New Stephanie,Male,52
36,205,1,2024-06-07 03:37:54,Clothing,199.16,Armstrong-Andrews,South Aaron,Male,28
36,205,1,2024-04-03 12:06:21,Clothing,199.16,Armstrong-Andrews,South Aaron,Male,28
66,205,3,2024-06-20 01:41:53,Clothing,199.16,Armstrong-Andrews,North Deniseside,Female,31
26,205,3,2024-05-23 13:28:40,Clothing,199.16,Armstrong-Andrews,Wilkersonmouth,Female,62
45,205,1,2024-06-08 13:13:08,Clothing,199.16,Armstrong-Andrews,East Donna,Female,58
45,205,1,2024-04-04 03:53:02,Clothing,199.16,Armstrong-Andrews,East Donna,Female,58
5,205,1,2024-04-26 04:14:39,Clothing,199.16,Armstrong-Andrews,Lake Debra,Male,27
97,205,4,2024-03-03 16:39:38,Clothing,199.16,Armstrong-Andrews,North Matthewberg,Female,45
12,205,2,2024-05-31 05:09:00,Clothing,199.16,Armstrong-Andrews,Herrerafurt,Male,40
47,205,4,2024-04-29 08:21:43,Clothing,199.16,Armstrong-Andrews,Brandtside,Female,24
1,205,5,2024-04-21 15:31:06,Clothing,199.16,Armstrong-Andrews,North Judithbury,Male,35
14,205,1,2024-02-20 17:31:31,Clothing,199.16,Armstrong-Andrews,Lake Chad,Male,38
64,205,3,2024-03-02 04:02:52,Clothing,199.16,Armstrong-Andrews,Stevenland,Male,54
37,205,4,2024-03-09 13:32:52,Clothing,199.16,Armstrong-Andrews,Teresaburgh,Female,34
23,205,1,2024-01-03 23:36:47,Clothing,199.16,Armstrong-Andrews,East Lydiamouth,Female,58
13,205,4,2024-02-22 03:07:18,Clothing,199.16,Armstrong-Andrews,New Kellystad,Male,57
63,205,1,2024-02-27 21:02:38,Clothing,199.16,Armstrong-Andrews,Taylorburgh,Male,52
78,205,2,2024-05-23 05:31:32,Clothing,199.16,Armstrong-Andrews,Port Jacobland,Female,59
99,205,2,2024-03-26 15:44:52,Clothing,199.16,Armstrong-Andrews,Hoffmanville,Female,59
29,205,2,2024-02-21 07:59:36,Clothing,199.16,Armstrong-Andrews,Coxberg,Female,24
88,205,4,2024-04-07 22:00:03,Clothing,199.16,Armstrong-Andrews,Davidstad,Male,62
88,205,3,2024-04-10 14:51:02,Clothing,199.16,Armstrong-Andrews,Davidstad,Male,62
52,205,4,2024-01-23 23:43:29,Clothing,199.16,Armstrong-Andrews,New Jeffrey,Female,50
59,205,5,2024-04-10 01:51:41,Clothing,199.16,Armstrong-Andrews,Gomezchester,Male,39
71,205,5,2024-01-08 22:29:17,Clothing,199.16,Armstrong-Andrews,Saramouth,Female,31
58,205,2,2024-02-19 06:41:22,Clothing,199.16,Armstrong-Andrews,Leeville,Male,57
58,205,4,2024-01-24 20:06:47,Clothing,199.16,Armstrong-Andrews,Leeville,Male,57
33,113,1,2024-06-11 22:50:41,Sports Equipment,266.21,"Carlson, Hooper and Wall",Tashatown,Female,61
94,113,2,2024-02-08 07:35:54,Sports Equipment,266.21,"Carlson, Hooper and Wall",Lake Matthew,Female,49
75,113,2,2024-04-28 15:15:15,Sports Equipment,266.21,"Carlson, Hooper and Wall",Lake Leeton,Male,32
55,113,3,2024-03-26 13:13:39,Sports Equipment,266.21,"Carlson, Hooper and Wall",West Elizabeth,Male,54
9,113,3,2024-06-16 19:50:50,Sports Equipment,266.21,"Carlson, Hooper and Wall",Ericmouth,Male,32
31,113,1,2024-01-21 00:03:29,Sports Equipment,266.21,"Carlson, Hooper and Wall",East Courtneychester,Male,41
40,113,2,2024-03-11 00:32:07,Sports Equipment,266.21,"Carlson, Hooper and Wall",New Stephanie,Male,52
92,113,5,2024-02-04 01:11:52,Sports Equipment,266.21,"Carlson, Hooper and Wall",East Josephville,Female,53
79,113,5,2024-03-07 20:47:10,Sports Equipment,266.21,"Carlson, Hooper and Wall",South David,Male,30
68,113,5,2024-01-03 04:38:56,Sports Equipment,266.21,"Carlson, Hooper and Wall",South Todd,Male,18
19,113,2,2024-04-25 19:14:32,Sports Equipment,266.21,"Carlson, Hooper and Wall",Jacquelineland,Female,41
19,113,1,2024-04-25 03:58:39,Sports Equipment,266.21,"Carlson, Hooper and Wall",Jacquelineland,Female,41
1,113,2,2024-01-08 07:51:50,Sports Equipment,266.21,"Carlson, Hooper and Wall",North Judithbury,Male,35
14,113,4,2024-06-01 16:13:44,Sports Equipment,266.21,"Carlson, Hooper and Wall",Lake Chad,Male,38
37,113,1,2024-01-13 17:07:14,Sports Equipment,266.21,"Carlson, Hooper and Wall",Teresaburgh,Female,34
11,113,4,2024-06-09 23:13:43,Sports Equipment,266.21,"Carlson, Hooper and Wall",Cassandraton,Male,31
11,113,1,2024-04-08 17:58:10,Sports Equipment,266.21,"Carlson, Hooper and Wall",Cassandraton,Male,31
77,113,5,2024-05-09 12:25:45,Sports Equipment,266.21,"Carlson, Hooper and Wall",North Susan,Female,43
13,113,1,2024-05-20 00:09:33,Sports Equipment,266.21,"Carlson, Hooper and Wall",New Kellystad,Male,57
73,113,2,2024-01-18 09:21:07,Sports Equipment,266.21,"Carlson, Hooper and Wall",Mooreport,Male,44
15,113,3,2024-05-29 00:25:10,Sports Equipment,266.21,"Carlson, Hooper and Wall",Port Keith,Female,33
49,113,5,2024-04-04 16:17:29,Sports Equipment,266.21,"Carlson, Hooper and Wall",Samuelhaven,Female,25
34,113,3,2024-04-06 21:00:12,Sports Equipment,266.21,"Carlson, Hooper and Wall",Lake Nicoleview,Female,25
93,113,1,2024-06-08 08:59:15,Sports Equipment,266.21,"Carlson, Hooper and Wall",West Juan,Female,30
89,113,4,2024-06-21 17:18:27,Sports Equipment,266.21,"Carlson, Hooper and Wall",East Mikeburgh,Female,32
39,113,1,2024-03-09 22:27:39,Sports Equipment,266.21,"Carlson, Hooper and Wall",East Nathaniel,Male,52
67,113,5,2024-01-21 01:21:10,Sports Equipment,266.21,"Carlson, Hooper and Wall",North Sarabury,Female,20
7,113,2,2024-06-21 06:31:15,Sports Equipment,266.21,"Carlson, Hooper and Wall",Lisatown,Male,31
86,113,5,2024-04-18 04:25:25,Sports Equipment,266.21,"Carlson, Hooper and Wall",South Christineshire,Male,40
56,113,4,2024-06-30 10:29:11,Sports Equipment,266.21,"Carlson, Hooper and Wall",New David,Female,52
43,113,3,2024-06-16 01:57:47,Sports Equipment,266.21,"Carlson, Hooper and Wall",North John,Female,59
43,113,4,2024-03-28 03:39:20,Sports Equipment,266.21,"Carlson, Hooper and Wall",North John,Female,59
41,113,4,2024-05-13 14:16:18,Sports Equipment,266.21,"Carlson, Hooper and Wall",New Mariotown,Male,50
41,113,3,2024-03-04 07:48:52,Sports Equipment,266.21,"Carlson, Hooper and Wall",New Mariotown,Male,50
54,113,4,2024-02-26 10:08:28,Sports Equipment,266.21,"Carlson, Hooper and Wall",North Micheleland,Female,41
87,113,4,2024-04-28 19:34:14,Sports Equipment,266.21,"Carlson, Hooper and Wall",North Amandahaven,Female,56
59,113,3,2024-05-25 07:18:53,Sports Equipment,266.21,"Carlson, Hooper and Wall",Gomezchester,Male,39
59,113,3,2024-03-12 00:50:18,Sports Equipment,266.21,"Carlson, Hooper and Wall",Gomezchester,Male,39
28,113,4,2024-05-25 16:06:56,Sports Equipment,266.21,"Carlson, Hooper and Wall",Juliechester,Female,42
28,113,3,2024-04-07 03:19:37,Sports Equipment,266.21,"Carlson, Hooper and Wall",Juliechester,Female,42
98,113,4,2024-02-02 23:13:43,Sports Equipment,266.21,"Carlson, Hooper and Wall",Evanmouth,Female,19
33,277,3,2024-04-16 00:36:30,Clothing,138.28,Boone LLC,Tashatown,Female,61
75,277,5,2024-03-12 03:35:41,Clothing,138.28,Boone LLC,Lake Leeton,Male,32
62,277,5,2024-04-23 09:47:09,Clothing,138.28,Boone LLC,East Jamesside,Male,18
9,277,5,2024-05-14 18:53:41,Clothing,138.28,Boone LLC,Ericmouth,Male,32
3,277,1,2024-04-02 18:14:40,Clothing,138.28,Boone LLC,New Roberttown,Male,61
40,277,3,2024-04-27 14:19:17,Clothing,138.28,Boone LLC,New Stephanie,Male,52
79,277,1,2024-04-22 18:35:14,Clothing,138.28,Boone LLC,South David,Male,30
26,277,4,2024-05-30 12:17:18,Clothing,138.28,Boone LLC,Wilkersonmouth,Female,62
5,277,4,2024-06-21 08:08:27,Clothing,138.28,Boone LLC,Lake Debra,Male,27
19,277,4,2024-02-09 06:52:16,Clothing,138.28,Boone LLC,Jacquelineland,Female,41
14,277,3,2024-03-10 01:28:33,Clothing,138.28,Boone LLC,Lake Chad,Male,38
77,277,3,2024-01-29 21:42:40,Clothing,138.28,Boone LLC,North Susan,Female,43
77,277,5,2024-02-07 15:14:33,Clothing,138.28,Boone LLC,North Susan,Female,43
73,277,4,2024-03-25 21:03:47,Clothing,138.28,Boone LLC,Mooreport,Male,44
17,277,3,2024-03-27 00:49:37,Clothing,138.28,Boone LLC,Ramirezstad,Female,35
60,277,2,2024-03-29 06:45:05,Clothing,138.28,Boone LLC,Shieldston,Male,44
99,277,3,2024-06-08 12:53:45,Clothing,138.28,Boone LLC,Hoffmanville,Female,59
93,277,3,2024-06-13 01:57:41,Clothing,138.28,Boone LLC,West Juan,Female,30
72,277,2,2024-02-12 04:53:23,Clothing,138.28,Boone LLC,Rodneyside,Female,56
42,277,1,2024-05-11 20:58:49,Clothing,138.28,Boone LLC,West Natashaport,Male,22
18,277,4,2024-03-12 14:26:30,Clothing,138.28,Boone LLC,West Michael,Female,64
18,277,1,2024-02-15 18:10:17,Clothing,138.28,Boone LLC,West Michael,Female,64
32,277,2,2024-03-26 07:13:02,Clothing,138.28,Boone LLC,South Patrickmouth,Male,18
67,277,2,2024-06-28 21:06:13,Clothing,138.28,Boone LLC,North Sarabury,Female,20
7,277,1,2024-01-28 01:45:34,Clothing,138.28,Boone LLC,Lisatown,Male,31
41,277,3,2024-06-11 11:18:53,Clothing,138.28,Boone LLC,New Mariotown,Male,50
54,277,3,2024-05-28 13:54:12,Clothing,138.28,Boone LLC,North Micheleland,Female,41
91,277,4,2024-05-25 15:47:31,Clothing,138.28,Boone LLC,Lake Lisaport,Female,46
59,277,5,2024-01-14 04:45:12,Clothing,138.28,Boone LLC,Gomezchester,Male,39
59,277,2,2024-05-03 23:43:08,Clothing,138.28,Boone LLC,Gomezchester,Male,39
28,277,4,2024-03-14 23:55:10,Clothing,138.28,Boone LLC,Juliechester,Female,42
16,277,2,2024-05-01 16:54:22,Clothing,138.28,Boone LLC,Port Jesseville,Male,62
48,277,3,2024-01-23 22:47:30,Clothing,138.28,Boone LLC,Lake Larry,Male,26
98,277,5,2024-05-05 03:12:30,Clothing,138.28,Boone LLC,Evanmouth,Female,19
80,277,2,2024-01-16 05:13:25,Clothing,138.28,Boone LLC,New Brooke,Female,49
33,17,5,2024-01-15 13:43:01,Sports Equipment,408.16,"Rivera, Johnson and Wiley",Tashatown,Female,61
70,17,5,2024-01-01 12:45:36,Sports Equipment,408.16,"Rivera, Johnson and Wiley",East Nicholasfurt,Female,43
62,17,2,2024-06-14 07:38:05,Sports Equipment,408.16,"Rivera, Johnson and Wiley",East Jamesside,Male,18
95,17,4,2024-01-16 20:18:32,Sports Equipment,408.16,"Rivera, Johnson and Wiley",Williamview,Female,24
95,17,1,2024-01-02 18:33:39,Sports Equipment,408.16,"Rivera, Johnson and Wiley",Williamview,Female,24
40,17,5,2024-03-11 13:04:31,Sports Equipment,408.16,"Rivera, Johnson and Wiley",New Stephanie,Male,52
6,17,1,2024-03-09 04:14:36,Sports Equipment,408.16,"Rivera, Johnson and Wiley",Robinsonshire,Female,53
8,17,1,2024-04-28 12:01:34,Sports Equipment,408.16,"Rivera, Johnson and Wiley",Lake Roberto,Male,48
8,17,5,2024-02-05 17:28:05,Sports Equipment,408.16,"Rivera, Johnson and Wiley",Lake Roberto,Male,48
26,17,1,2024-06-16 03:30:47,Sports Equipment,408.16,"Rivera, Johnson and Wiley",Wilkersonmouth,Female,62
45,17,5,2024-06-28 11:08:44,Sports Equipment,408.16,"Rivera, Johnson and Wiley",East Donna,Female,58
44,17,3,2024-06-22 19:33:14,Sports Equipment,408.16,"Rivera, Johnson and Wiley",North Jessicaland,Female,56
